article_id,topic_id,topic_desc
881610,15,"Media, Telecoms, IT, Entertainment"
881610,26,Privacy
881610,162,IT and Internet
881610,202,Privacy Protection
881604,15,"Media, Telecoms, IT, Entertainment"
881604,358,Gaming
881514,14,"Litigation, Mediation & Arbitration"
881514,15,"Media, Telecoms, IT, Entertainment"
881514,264,Trials &amp; Appeals &amp; Compensation
881514,270,Libel & Defamation
881514,392,Social Media
881044,15,"Media, Telecoms, IT, Entertainment"
881044,170,"Telecoms, Mobile & Cable Communications"
881044,420,Hotels & Hospitality
880970,3,Corporate/Commercial Law
880970,15,"Media, Telecoms, IT, Entertainment"
880970,97,Contracts and Commercial Law
880970,281,"Advertising, Marketing & Branding"
880814,12,"Government, Public Sector"
880814,15,"Media, Telecoms, IT, Entertainment"
880814,84,Inward/ Foreign Investment
880814,162,IT and Internet
880814,170,"Telecoms, Mobile & Cable Communications"
880814,280,Media & Entertainment Law
880814,282,"Broadcasting: Film, TV & Radio"
880674,15,"Media, Telecoms, IT, Entertainment"
880674,281,"Advertising, Marketing & Branding"
880674,287,Sport
880634,11,Intellectual Property
880634,15,"Media, Telecoms, IT, Entertainment"
880634,201,Copyright
880634,282,"Broadcasting: Film, TV & Radio"
880634,285,Music and the Arts
880532,15,"Media, Telecoms, IT, Entertainment"
880532,281,"Advertising, Marketing & Branding"
880424,15,"Media, Telecoms, IT, Entertainment"
880424,281,"Advertising, Marketing & Branding"
880422,15,"Media, Telecoms, IT, Entertainment"
880422,30,Compliance
880422,282,"Broadcasting: Film, TV & Radio"
880406,15,"Media, Telecoms, IT, Entertainment"
880406,30,Compliance
880406,282,"Broadcasting: Film, TV & Radio"
880382,15,"Media, Telecoms, IT, Entertainment"
880382,280,Media & Entertainment Law
880382,285,Music and the Arts
880376,15,"Media, Telecoms, IT, Entertainment"
880376,285,Music and the Arts
880358,12,"Government, Public Sector"
880358,15,"Media, Telecoms, IT, Entertainment"
880358,170,"Telecoms, Mobile & Cable Communications"
880358,215,"Government Contracts, Procurement & PPP"
880268,11,Intellectual Property
880268,14,"Litigation, Mediation & Arbitration"
880268,15,"Media, Telecoms, IT, Entertainment"
880268,162,IT and Internet
880268,207,Trademark
880268,264,Trials &amp; Appeals &amp; Compensation
880268,281,"Advertising, Marketing & Branding"
880266,15,"Media, Telecoms, IT, Entertainment"
880266,420,Hotels & Hospitality
880118,15,"Media, Telecoms, IT, Entertainment"
880118,392,Social Media
880070,15,"Media, Telecoms, IT, Entertainment"
880070,282,"Broadcasting: Film, TV & Radio"
880046,9,Consumer Protection
880046,15,"Media, Telecoms, IT, Entertainment"
880046,162,IT and Internet
880046,170,"Telecoms, Mobile & Cable Communications"
880046,281,"Advertising, Marketing & Branding"
880046,416,"Dodd-Frank, Consumer Protection Act"
880036,15,"Media, Telecoms, IT, Entertainment"
880036,281,"Advertising, Marketing & Branding"
880036,287,Sport
880036,358,Gaming
879988,15,"Media, Telecoms, IT, Entertainment"
879988,22,Energy and Natural Resources
879988,153,"Oil, Gas & Electricity"
879988,281,"Advertising, Marketing & Branding"
879872,15,"Media, Telecoms, IT, Entertainment"
879872,170,"Telecoms, Mobile & Cable Communications"
879872,282,"Broadcasting: Film, TV & Radio"
879870,3,Corporate/Commercial Law
879870,14,"Litigation, Mediation & Arbitration"
879870,15,"Media, Telecoms, IT, Entertainment"
879870,264,Trials &amp; Appeals &amp; Compensation
879870,281,"Advertising, Marketing & Branding"
879870,351,Securities
879806,12,"Government, Public Sector"
879806,15,"Media, Telecoms, IT, Entertainment"
879806,170,"Telecoms, Mobile & Cable Communications"
879806,215,"Government Contracts, Procurement & PPP"
879786,11,Intellectual Property
879786,15,"Media, Telecoms, IT, Entertainment"
879786,201,Copyright
879786,281,"Advertising, Marketing & Branding"
879786,285,Music and the Arts
879786,392,Social Media
879706,15,"Media, Telecoms, IT, Entertainment"
879706,281,"Advertising, Marketing & Branding"
879680,9,Consumer Protection
879680,15,"Media, Telecoms, IT, Entertainment"
879680,180,Consumer Law
879680,281,"Advertising, Marketing & Branding"
879626,15,"Media, Telecoms, IT, Entertainment"
879626,281,"Advertising, Marketing & Branding"
879508,15,"Media, Telecoms, IT, Entertainment"
879508,280,Media & Entertainment Law
879508,281,"Advertising, Marketing & Branding"
879506,15,"Media, Telecoms, IT, Entertainment"
879506,392,Social Media
879502,9,Consumer Protection
879502,15,"Media, Telecoms, IT, Entertainment"
879502,281,"Advertising, Marketing & Branding"
879502,416,"Dodd-Frank, Consumer Protection Act"
879500,15,"Media, Telecoms, IT, Entertainment"
879500,282,"Broadcasting: Film, TV & Radio"
879500,285,Music and the Arts
879496,15,"Media, Telecoms, IT, Entertainment"
879496,22,Energy and Natural Resources
879496,153,"Oil, Gas & Electricity"
879496,281,"Advertising, Marketing & Branding"
879480,15,"Media, Telecoms, IT, Entertainment"
879480,162,IT and Internet
879400,15,"Media, Telecoms, IT, Entertainment"
879400,282,"Broadcasting: Film, TV & Radio"
879376,15,"Media, Telecoms, IT, Entertainment"
879376,281,"Advertising, Marketing & Branding"
879374,15,"Media, Telecoms, IT, Entertainment"
879374,282,"Broadcasting: Film, TV & Radio"
879370,15,"Media, Telecoms, IT, Entertainment"
879370,280,Media & Entertainment Law
879370,281,"Advertising, Marketing & Branding"
879178,9,Consumer Protection
879178,14,"Litigation, Mediation & Arbitration"
879178,15,"Media, Telecoms, IT, Entertainment"
879178,180,Consumer Law
879178,251,Class Actions
879178,281,"Advertising, Marketing & Branding"
878980,10,Insurance
878980,15,"Media, Telecoms, IT, Entertainment"
878980,29,Technology
878980,162,IT and Internet
878980,194,Insurance Laws and Products
878980,520,New Technology
878972,15,"Media, Telecoms, IT, Entertainment"
878972,281,"Advertising, Marketing & Branding"
878770,15,"Media, Telecoms, IT, Entertainment"
878770,281,"Advertising, Marketing & Branding"
878770,282,"Broadcasting: Film, TV & Radio"
878770,392,Social Media
878742,3,Corporate/Commercial Law
878742,15,"Media, Telecoms, IT, Entertainment"
878742,90,Corporate and Company Law
878742,170,"Telecoms, Mobile & Cable Communications"
878742,369,Franchising
878724,11,Intellectual Property
878724,15,"Media, Telecoms, IT, Entertainment"
878724,162,IT and Internet
878724,201,Copyright
878724,392,Social Media
878674,15,"Media, Telecoms, IT, Entertainment"
878674,281,"Advertising, Marketing & Branding"
878674,392,Social Media
878538,15,"Media, Telecoms, IT, Entertainment"
878538,281,"Advertising, Marketing & Branding"
878538,392,Social Media
878530,15,"Media, Telecoms, IT, Entertainment"
878530,281,"Advertising, Marketing & Branding"
878506,11,Intellectual Property
878506,15,"Media, Telecoms, IT, Entertainment"
878506,201,Copyright
878506,204,Patent
878506,281,"Advertising, Marketing & Branding"
878386,14,"Litigation, Mediation & Arbitration"
878386,15,"Media, Telecoms, IT, Entertainment"
878386,251,Class Actions
878386,281,"Advertising, Marketing & Branding"
878336,15,"Media, Telecoms, IT, Entertainment"
878336,281,"Advertising, Marketing & Branding"
878316,14,"Litigation, Mediation & Arbitration"
878316,15,"Media, Telecoms, IT, Entertainment"
878316,240,Arbitration & Dispute Resolution
878316,264,Trials &amp; Appeals &amp; Compensation
878316,287,Sport
878276,15,"Media, Telecoms, IT, Entertainment"
878276,287,Sport
878276,358,Gaming
878228,15,"Media, Telecoms, IT, Entertainment"
878228,162,IT and Internet
878228,392,Social Media
878220,4,Anti-trust/Competition Law
878220,14,"Litigation, Mediation & Arbitration"
878220,15,"Media, Telecoms, IT, Entertainment"
878220,100,"Antitrust, EU Competition "
878220,264,Trials &amp; Appeals &amp; Compensation
878220,358,Gaming
878060,15,"Media, Telecoms, IT, Entertainment"
878060,285,Music and the Arts
878060,420,Hotels & Hospitality
878052,14,"Litigation, Mediation & Arbitration"
878052,15,"Media, Telecoms, IT, Entertainment"
878052,251,Class Actions
878052,281,"Advertising, Marketing & Branding"
877956,15,"Media, Telecoms, IT, Entertainment"
877956,281,"Advertising, Marketing & Branding"
877948,12,"Government, Public Sector"
877948,15,"Media, Telecoms, IT, Entertainment"
877948,210,Constitutional & Administrative Law
877948,281,"Advertising, Marketing & Branding"
877948,420,Hotels & Hospitality
877870,15,"Media, Telecoms, IT, Entertainment"
877870,280,Media & Entertainment Law
877806,15,"Media, Telecoms, IT, Entertainment"
877806,287,Sport
877676,15,"Media, Telecoms, IT, Entertainment"
877676,281,"Advertising, Marketing & Branding"
877676,392,Social Media
877494,15,"Media, Telecoms, IT, Entertainment"
877494,170,"Telecoms, Mobile & Cable Communications"
877332,15,"Media, Telecoms, IT, Entertainment"
877332,281,"Advertising, Marketing & Branding"
877172,15,"Media, Telecoms, IT, Entertainment"
877172,27,Law Practice Management
877172,282,"Broadcasting: Film, TV & Radio"
877172,490,Human Resource Management 
877094,15,"Media, Telecoms, IT, Entertainment"
877094,282,"Broadcasting: Film, TV & Radio"
877056,3,Corporate/Commercial Law
877056,15,"Media, Telecoms, IT, Entertainment"
877056,77,M&A/Private Equity
877056,281,"Advertising, Marketing & Branding"
877056,351,Securities
877056,392,Social Media
877008,15,"Media, Telecoms, IT, Entertainment"
877008,281,"Advertising, Marketing & Branding"
877008,282,"Broadcasting: Film, TV & Radio"
877004,15,"Media, Telecoms, IT, Entertainment"
877004,287,Sport
876848,15,"Media, Telecoms, IT, Entertainment"
876848,281,"Advertising, Marketing & Branding"
876782,15,"Media, Telecoms, IT, Entertainment"
876782,282,"Broadcasting: Film, TV & Radio"
876780,15,"Media, Telecoms, IT, Entertainment"
876780,170,"Telecoms, Mobile & Cable Communications"
876780,281,"Advertising, Marketing & Branding"
876780,282,"Broadcasting: Film, TV & Radio"
876776,15,"Media, Telecoms, IT, Entertainment"
876776,170,"Telecoms, Mobile & Cable Communications"
876630,15,"Media, Telecoms, IT, Entertainment"
876630,281,"Advertising, Marketing & Branding"
876580,15,"Media, Telecoms, IT, Entertainment"
876580,281,"Advertising, Marketing & Branding"
876322,15,"Media, Telecoms, IT, Entertainment"
876322,281,"Advertising, Marketing & Branding"
876322,287,Sport
876322,358,Gaming
876148,15,"Media, Telecoms, IT, Entertainment"
876148,281,"Advertising, Marketing & Branding"
876094,15,"Media, Telecoms, IT, Entertainment"
876094,285,Music and the Arts
876034,15,"Media, Telecoms, IT, Entertainment"
876034,280,Media & Entertainment Law
876034,281,"Advertising, Marketing & Branding"
876034,282,"Broadcasting: Film, TV & Radio"
875928,11,Intellectual Property
875928,15,"Media, Telecoms, IT, Entertainment"
875928,170,"Telecoms, Mobile & Cable Communications"
875928,203,Licensing & Syndication
875816,15,"Media, Telecoms, IT, Entertainment"
875816,281,"Advertising, Marketing & Branding"
875788,15,"Media, Telecoms, IT, Entertainment"
875788,162,IT and Internet
875788,170,"Telecoms, Mobile & Cable Communications"
875646,15,"Media, Telecoms, IT, Entertainment"
875646,287,Sport
875646,358,Gaming
875472,15,"Media, Telecoms, IT, Entertainment"
875472,281,"Advertising, Marketing & Branding"
875472,282,"Broadcasting: Film, TV & Radio"
875188,15,"Media, Telecoms, IT, Entertainment"
875188,23,Criminal Law
875188,285,Music and the Arts
875188,404,Crime
875086,3,Corporate/Commercial Law
875086,9,Consumer Protection
875086,15,"Media, Telecoms, IT, Entertainment"
875086,88,Compliance
875086,97,Contracts and Commercial Law
875086,180,Consumer Law
875086,281,"Advertising, Marketing & Branding"
875080,15,"Media, Telecoms, IT, Entertainment"
875080,170,"Telecoms, Mobile & Cable Communications"
875080,281,"Advertising, Marketing & Branding"
874960,3,Corporate/Commercial Law
874960,15,"Media, Telecoms, IT, Entertainment"
874960,30,Compliance
874960,88,Compliance
874960,90,Corporate and Company Law
874960,281,"Advertising, Marketing & Branding"
874960,392,Social Media
874928,15,"Media, Telecoms, IT, Entertainment"
874928,281,"Advertising, Marketing & Branding"
874888,12,"Government, Public Sector"
874888,15,"Media, Telecoms, IT, Entertainment"
874888,26,Privacy
874888,202,Privacy Protection
874888,215,"Government Contracts, Procurement & PPP"
874888,280,Media & Entertainment Law
874888,281,"Advertising, Marketing & Branding"
874884,14,"Litigation, Mediation & Arbitration"
874884,15,"Media, Telecoms, IT, Entertainment"
874884,264,Trials &amp; Appeals &amp; Compensation
874884,281,"Advertising, Marketing & Branding"
874818,15,"Media, Telecoms, IT, Entertainment"
874818,287,Sport
874818,358,Gaming
874752,15,"Media, Telecoms, IT, Entertainment"
874752,392,Social Media
874660,11,Intellectual Property
874660,15,"Media, Telecoms, IT, Entertainment"
874660,207,Trademark
874660,285,Music and the Arts
874562,9,Consumer Protection
874562,15,"Media, Telecoms, IT, Entertainment"
874562,281,"Advertising, Marketing & Branding"
874562,416,"Dodd-Frank, Consumer Protection Act"
874130,15,"Media, Telecoms, IT, Entertainment"
874130,162,IT and Internet
874130,392,Social Media
874096,15,"Media, Telecoms, IT, Entertainment"
874096,162,IT and Internet
874096,280,Media & Entertainment Law
874096,282,"Broadcasting: Film, TV & Radio"
874096,286,Publishing
874096,392,Social Media
873998,15,"Media, Telecoms, IT, Entertainment"
873998,281,"Advertising, Marketing & Branding"
873976,15,"Media, Telecoms, IT, Entertainment"
873976,29,Technology
873976,162,IT and Internet
873976,520,New Technology
873936,9,Consumer Protection
873936,15,"Media, Telecoms, IT, Entertainment"
873936,170,"Telecoms, Mobile & Cable Communications"
873936,416,"Dodd-Frank, Consumer Protection Act"
873842,15,"Media, Telecoms, IT, Entertainment"
873842,281,"Advertising, Marketing & Branding"
873842,392,Social Media
873834,15,"Media, Telecoms, IT, Entertainment"
873834,281,"Advertising, Marketing & Branding"
873824,15,"Media, Telecoms, IT, Entertainment"
873824,281,"Advertising, Marketing & Branding"
873824,392,Social Media
873780,3,Corporate/Commercial Law
873780,15,"Media, Telecoms, IT, Entertainment"
873780,97,Contracts and Commercial Law
873780,281,"Advertising, Marketing & Branding"
873780,392,Social Media
873692,15,"Media, Telecoms, IT, Entertainment"
873692,23,Criminal Law
873692,287,Sport
873692,404,Crime
873622,15,"Media, Telecoms, IT, Entertainment"
873622,281,"Advertising, Marketing & Branding"
873362,11,Intellectual Property
873362,14,"Litigation, Mediation & Arbitration"
873362,15,"Media, Telecoms, IT, Entertainment"
873362,207,Trademark
873362,264,Trials &amp; Appeals &amp; Compensation
873362,281,"Advertising, Marketing & Branding"
873344,3,Corporate/Commercial Law
873344,15,"Media, Telecoms, IT, Entertainment"
873344,90,Corporate and Company Law
873344,93,Corporate Governance
873344,281,"Advertising, Marketing & Branding"
873340,9,Consumer Protection
873340,15,"Media, Telecoms, IT, Entertainment"
873340,180,Consumer Law
873340,281,"Advertising, Marketing & Branding"
873340,416,"Dodd-Frank, Consumer Protection Act"
873336,10,Insurance
873336,15,"Media, Telecoms, IT, Entertainment"
873336,162,IT and Internet
873336,194,Insurance Laws and Products
873280,15,"Media, Telecoms, IT, Entertainment"
873280,23,Criminal Law
873280,287,Sport
873280,396,"White Collar Crime, Anti-Corruption & Fraud"
873192,15,"Media, Telecoms, IT, Entertainment"
